Table 78,,,,,
Full-time Law Enforcement Employees,,,,,
"by State by City, 2009",,,,,
State,City,Population,Total law enforcement employees,Total officers,Total civilians
,White Sulphur Springs,"2,275",8,7,1
,Whitesville,502,2,1,1
,Williamson,"3,018",9,7,2
,Williamstown,"2,981",6,5,1
,Winfield,"2,072",2,2,0
WISCONSIN,Adams,"1,734",4,4,0
,Albany,"1,108",3,3,0
,Algoma,"3,091",6,6,0
,Altoona,"6,759",13,12,1
,Amery,"2,770",8,7,1
,Antigo,"7,849",19,16,3
,Appleton,"70,294",135,109,26
,Arcadia,"2,312",5,5,0
,Ashland,"8,066",20,19,1
,Ashwaubenon,"17,197",54,46,8
,Athens,"1,029",1,1,0
,Avoca,563,1,1,0
,Bangor,"1,405",2,2,0
,Baraboo,"11,302",32,27,5
,Barron,"3,104",6,6,0
,Bayfield,566,3,3,0
,Bayside,"4,203",19,12,7
,Beaver Dam,"15,116",35,30,5
,Belleville,"2,306",5,5,0
,Beloit,"36,197",86,74,12
,Beloit Town,"7,555",14,13,1
,Berlin,"4,965",13,12,1
,Big Bend,"1,334",3,3,0
,Black River Falls,"3,382",8,7,1
,Blair,"1,243",2,2,0
,Bloomer,"3,294",8,7,1
,Bloomfield,"5,087",7,7,0
,Boscobel,"3,198",6,6,0
,Brillion,"2,857",8,7,1
,Brodhead,"3,118",12,8,4
,Brookfield,"39,049",82,65,17
,Brookfield Township,"6,154",15,14,1
,Brown Deer,"11,671",37,31,6
,Burlington,"11,030",26,20,6
,Burlington Town,"6,671",10,9,1
,Butler,"1,759",9,8,1
,Caledonia,"24,291",44,34,10
,Campbellsport,"1,943",2,2,0
,Campbell Township,"4,551",5,5,0
,Cashton,"1,060",2,2,0
,Cedarburg,"11,092",29,20,9
,Chenequa,591,8,8,0
,Chetek,"2,135",6,5,1
,Chilton,"3,563",6,6,0
,Chippewa Falls,"12,897",30,24,6
,Cleveland,"1,408",3,2,1
,Clinton,"3,298",6,6,0
,Clintonville,"4,235",15,11,4
,Colby-Abbotsford,"3,540",7,6,1
,Columbus,"5,162",11,10,1
,Combined Locks,"3,348",7,5,2
,Coon Valley,747,1,1,0
,Cornell,"1,377",3,3,0
,Cottage Grove,"6,445",14,13,1
,Crandon,"1,801",4,3,1
,Cross Plains,"3,603",5,4,1
,Cuba City,"2,035",4,3,1
,Cudahy,"18,856",44,33,11
,Cumberland,"2,231",5,5,0
,Darien,"1,708",5,5,0
,Darlington,"2,191",5,5,0
,DeForest,"9,006",20,17,3
,Delafield,"6,821",17,15,2
,Delavan,"8,555",25,19,6
,Delavan Town,"4,521",12,11,1
,Denmark,"2,138",2,2,0
,De Pere,"25,288",37,32,5
,Dodgeville,"5,063",11,10,1
,Durand,"1,847",3,3,0
,Eagle River,"1,754",6,6,0
,Eagle Village,"1,836",3,3,0
,East Troy,"4,591",8,8,0
,Eau Claire,"65,802",130,95,35
,Edgar,"1,339",1,1,0
,Edgerton,"5,374",11,10,1
,Eleva,637,4,4,0
,Elkhart Lake,"1,186",3,3,0
,Elkhorn,"9,480",19,16,3
,Elk Mound,814,1,1,0
,Ellsworth,"3,119",5,5,0
,Elm Grove,"6,118",25,17,8
,Elroy,"1,471",2,2,0
,Evansville,"5,061",10,9,1
,Everest,"15,718",27,24,3
,Fall Creek,"1,280",2,2,0
,Fennimore,"2,306",5,5,0
,Fitchburg,"23,668",56,44,12
,Fond du Lac,"42,001",78,72,6
,Fontana,"1,957",7,6,1
,Fort Atkinson,"11,923",27,20,7
,Fountain City,993,1,1,0
,Fox Lake,"1,461",2,2,0
,Fox Point,"6,797",18,17,1
,Fox Valley Metro,"17,428",28,25,3
,Franklin,"36,217",72,57,15
,Frederic,"1,190",2,2,0
,Freedom,"5,994",2,2,0
,Geneva Town,"4,174",7,6,1
,Genoa City,"2,994",6,5,1
,Germantown,"19,740",42,31,11
,Glendale,"12,956",48,44,4
,Grafton,"11,728",29,22,7
,Grand Chute,"21,079",33,29,4
,Grand Rapids,"7,347",6,4,2
,Grantsburg,"1,354",3,3,0
,Green Bay,"100,836",219,181,38
,Greendale,"13,937",37,29,8
,Greenfield,"36,148",79,57,22
,Green Lake,"1,092",4,4,0
,Hales Corners,"7,556",20,17,3
,Hartford,"14,207",29,25,4
,Hartland,"8,774",18,16,2
,Hayward,"2,365",9,8,1
,Hazel Green,"1,176",2,2,0
,Highland,795,1,1,0
,Hillsboro,"1,350",2,2,0
,Hobart-Lawrence,"9,229",5,4,1
,Holmen,"8,769",10,9,1
,Horicon,"3,466",11,9,2
,Hortonville,"2,777",5,4,1
,Hudson,"12,623",23,23,0
,Hurley,"1,514",7,6,1
,Independence,"1,208",2,2,0
,Iron Ridge,975,1,1,0
,Jackson,"6,978",13,12,1
,Janesville,"62,761",112,99,13
,Jefferson,"7,874",17,14,3
,Juneau,"2,615",5,4,1
,Kaukauna,"15,695",26,24,2
,Kenosha,"97,657",209,199,10
,Kewaskum,"3,999",7,7,0
,Kewaunee,"2,748",6,6,0
,Kiel,"3,600",8,7,1
,Kohler,"1,951",8,7,1
,Kronenwetter,"7,118",7,6,1
,La Crosse,"50,791",112,93,19
,Ladysmith,"3,279",11,10,1
,Lake Delton,"3,311",20,18,2
,Lake Geneva,"8,437",31,22,9
,Lake Hallie,"4,455",7,6,1
,Lake Mills,"5,639",10,10,0
,Lancaster,"3,904",7,7,0
,Lodi,"3,021",6,5,1
,Lomira,"2,344",4,3,1
,Luxemburg,"2,271",2,2,0
,Madison,"234,461",548,443,105
,Manitowoc,"33,056",73,64,9
,Maple Bluff,"1,354",6,6,0
,Marathon City,"1,527",2,2,0
,Marinette,"10,699",27,23,4
,Marion,"1,163",3,3,0
,Markesan,"1,270",3,3,0
,Marshall Village,"3,778",8,7,1
,Marshfield,"18,205",47,39,8
,Mauston,"4,491",9,8,1
,Mayville,"5,107",12,10,2
,McFarland,"7,923",16,14,2
,Medford,"4,085",9,8,1
,Menasha,"16,651",38,31,7
,Menomonee Falls,"34,822",80,58,22
,Menomonie,"15,652",32,26,6
,Mequon,"23,688",44,36,8
,Merrill,"9,617",25,22,3
,Middleton,"16,284",46,36,10
,Milton,"5,629",11,9,2
,Milwaukee,"604,673","2,403","1,921",482
,Mineral Point,"2,446",6,6,0
,Minocqua,"4,749",15,10,5
,Mishicot,"1,380",1,1,0
,Mondovi,"2,553",4,4,0
,Monona,"7,814",25,20,5
,Monroe,"10,442",32,25,7
,Mosinee,"3,962",8,7,1
,Mount Horeb,"6,799",11,10,1
,Mount Pleasant,"26,985",54,41,13
,Mukwonago,"7,341",21,14,7
,Muskego,"23,440",46,36,10
,Neenah,"25,105",49,40,9
,Neillsville,"2,576",7,6,1
,New Berlin,"38,686",90,71,19
,New Glarus,"2,065",4,4,0
,New Holstein,"3,150",8,7,1
,New Lisbon,"2,553",4,4,0
,New London,"6,702",18,16,2
,New Richmond,"8,486",16,16,0
,Niagara,"1,720",4,4,0
,North Fond du Lac,"5,271",14,12,2
,North Hudson,"3,869",6,5,1
,Oak Creek,"34,069",79,58,21
,Oconomowoc,"14,359",28,22,6
,Oconomowoc Town,"8,251",13,11,2
,Oconto,"4,278",8,8,0
,Oconto Falls,"2,582",5,5,0
,Omro,"3,446",7,6,1
,Onalaska,"16,998",29,26,3
,Oregon,"9,594",17,15,2
,Osceola,"2,754",7,6,1
,Oshkosh,"63,700",115,99,16
,Osseo,"1,624",4,4,0
,Palmyra,"1,745",5,5,0
,Park Falls,"2,210",8,7,1
,Pepin,912,1,1,0
,Peshtigo,"3,200",7,6,1
,Pewaukee,"12,631",27,25,2
,Pewaukee Village,"8,874",20,18,2
,Phillips,"1,377",5,5,0
,Plainfield,883,2,2,0
,Platteville,"10,330",26,20,6
,Pleasant Prairie,"20,297",30,28,2
,Plover,"11,852",22,19,3
,Plymouth,"8,276",16,16,0
,Portage,"9,939",29,22,7
,Port Washington,"11,247",24,19,5
,Poynette,"2,577",5,4,1
,Prairie du Chien,"5,820",14,13,1
,Prescott,"4,039",9,8,1
,Princeton,"1,388",5,5,0
,Pulaski,"3,602",7,6,1
,Racine,"82,232",260,199,61
,Readstown,385,1,1,0
,Reedsburg,"8,758",28,20,8
,Rhinelander,"7,602",20,17,3
,Rice Lake,"8,247",20,18,2
,Richland Center,"5,040",13,11,2
,Ripon,"7,392",19,14,5
,River Falls,"14,549",24,22,2
,River Hills,"1,660",12,12,0
,Rome Town,"2,997",8,7,1
,Rosendale,"1,033",1,1,0
,Rothschild,"5,052",12,10,2
,Sauk Prairie,"4,050",15,13,2
,Saukville,"4,301",11,11,0
,Seymour,"3,490",9,7,2
,Shawano,"8,706",21,19,2
,Sheboygan,"47,578",107,81,26
,Sheboygan Falls,"8,025",16,14,2
,Shiocton,913,1,1,0
,Shorewood,"13,173",30,25,5
,Shorewood Hills,"1,675",7,6,1
,Silver Lake,"2,543",5,4,1
,Siren,998,3,3,0
,Slinger,"4,757",10,9,1
,Somerset,"2,836",6,5,1
,South Milwaukee,"21,122",39,33,6
,Sparta,"8,836",20,18,2
,Spencer,"1,792",3,3,0
,Spooner,"2,653",7,6,1
,Spring Green,"1,503",4,3,1
,Stanley,"3,567",4,4,0
,St. Croix Falls,"2,163",5,5,0
,Stevens Point,"25,320",57,44,13
,St. Francis,"9,862",26,21,5
,Stoughton,"13,013",26,20,6
,Strum,"1,022",9,9,0
,Sturgeon Bay,"8,721",22,21,1
,Sturtevant,"7,120",9,9,0
,Summit,"5,055",8,8,0
,Sun Prairie,"29,324",72,50,22
,Superior,"26,098",63,57,6
,Theresa,"1,249",2,2,0
,Thiensville,"3,013",8,7,1
,Three Lakes,"2,251",4,4,0
,Tomah,"8,692",21,19,2
,Tomahawk,"3,684",8,7,1
,Town of East Troy,"3,970",6,6,0
,Town of Madison,"6,309",20,18,2
,Town of Menasha,"16,005",32,25,7
,Trempealeau,"1,529",2,2,0
,Twin Lakes,"5,809",18,13,5
,Two Rivers,"11,716",29,26,3
,Valders,973,1,1,0
,Verona,"12,056",19,17,2
,Viroqua,"4,437",11,9,2
,Walworth,"2,738",7,6,1
,Washburn,"2,155",5,5,0
,Waterloo,"3,273",9,8,1
,Watertown,"23,066",52,38,14
,Waukesha,"68,248",153,116,37
,Waunakee,"11,569",18,16,2
,Waupaca,"5,837",15,14,1
,Waupun,"10,441",20,18,2
,Wausau,"37,459",79,70,9
,Wautoma,"2,122",7,6,1
,Wauwatosa,"44,777",122,94,28
,West Allis,"59,240",156,132,24
,West Bend,"30,070",75,56,19
,Westby,"2,188",3,3,0
,Westfield,"1,174",3,3,0
,West Milwaukee,"4,008",22,18,4
,West Salem,"4,829",7,6,1
,Whitefish Bay,"13,527",28,24,4
,Whitehall,"1,593",4,4,0
,Whitewater,"14,380",35,24,11
,Williams Bay,"2,734",8,7,1
,Winneconne,"2,469",6,5,1
,Wisconsin Dells,"2,474",18,12,6
,Wisconsin Rapids,"17,020",42,37,5
,Woodruff,"1,895",6,5,1
WYOMING,Afton,"1,866",5,5,0
,Alpine,845,2,2,0
,Baggs,406,2,2,0
,Basin,"1,243",4,4,0
,Buffalo,"4,945",22,14,8
,Casper,"54,550",110,94,16
,Cheyenne,"57,317",135,103,32
,Cody,"9,358",23,20,3
,Diamondville,657,5,3,2
,Douglas,"6,049",23,17,6
,Evanston,"11,823",33,27,6
,Evansville,"2,408",12,10,2
,Gillette,"27,709",84,53,31
,Glenrock,"2,443",11,5,6
,Green River,"12,194",41,31,10
,Greybull,"1,732",7,5,2
,Guernsey,"1,065",3,3,0
,Hanna,866,5,4,1
,Jackson,"9,937",29,20,9
,Kemmerer,"2,449",9,8,1
,La Barge,470,2,2,0
,Lander,"7,304",18,17,1
,Laramie,"27,730",75,49,26
,Lovell,"2,268",10,6,4
,Lusk,"1,485",4,4,0
,Mills,"3,177",13,11,2
,Moorcroft,900,5,4,1
,Newcastle,"3,406",16,8,8
,Pine Bluffs,"1,155",9,2,7
,Powell,"5,540",24,17,7
,Rawlins,"8,716",30,20,10
,Riverton,"10,123",38,25,13
,Rock Springs,"20,391",69,47,22
,Saratoga,"1,763",11,6,5
,Sheridan,"17,350",49,27,22
,Sundance,"1,264",3,3,0
,Thermopolis,"2,951",13,7,6
,Torrington,"5,486",21,15,6
,Wheatland,"3,273",10,9,1
,Worland,"4,926",11,11,0
1 The employee data presented in this table for Charlotte-Mecklenburg represent only Charlotte-Mecklenburg Police Department and exclude Mecklenburg County Sheriff's Office.,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
